,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined,Id_Item_First,Id_Item_Second,Id_Item_Third,Class_Outlet_Per_Year,Class_Item_Weight,Class_Item_Visibility,Item_Sales,Item_MRP_AVG,Item_Sales_AVG,Class_Item_MRP,Outlet_Item_Sales_AVG
1633,FDE16,8.895,Low Fat,0.026451027999999998,Frozen Foods,210.3954,OUT018,2009,Medium,Tier 3,Supermarket Type2,5001.4896,Food,FD,E,16,Class C,Medium,Low,24.0,208.3668285714286,19.142857142857142,Expensive,13.856681034482758
1634,FDJ53,10.5,Low Fat,0.071257912,Frozen Foods,121.3098,OUT046,1997,Small,Tier 1,Supermarket Type1,843.5686,Food,FD,J,53,Class B,Heavy,Low,7.0,120.54313333333333,12.5,Medium,16.18709677419355
1635,FDH58,12.3,Low Fat,0.036908933,Snack Foods,115.9834,OUT013,1987,High,Tier 3,Supermarket Type1,2073.3012,Food,FD,H,58,Class A,Heavy,Low,18.0,115.61673333333333,19.833333333333332,Medium,15.99785407725322
1636,FDD46,6.035,Low Fat,0.141475625,Snack Foods,155.0998,OUT049,1999,Medium,Tier 1,Supermarket Type1,1230.3984,Food,FD,D,46,Class B,Medium,Low,8.0,154.36646666666664,11.0,Medium,16.636559139784946
1637,FDW58,20.75,Low Fat,0.007551665,Snack Foods,107.1622,OUT035,2004,Small,Tier 2,Supermarket Type1,1693.7952,Food,FD,W,58,Class C,Extra Heavy,Low,16.0,105.6622,16.0,Medium,16.966666666666665
1638,NCL07,13.85,Low Fat,0.031338557999999996,Others,41.048,OUT046,1997,Small,Tier 1,Supermarket Type1,639.168,Non-Consumable,NC,L,07,Class B,Heavy,Low,16.0,40.348,11.0,Cheap,16.18709677419355
1639,DRG37,16.2,Low Fat,0.019378432,Soft Drinks,156.4972,OUT046,1997,Small,Tier 1,Supermarket Type1,1090.5804,Drinks,DR,G,37,Class B,Heavy,Low,7.0,155.15434285714286,10.571428571428571,Medium,16.18709677419355
1640,FDU13,8.355,Low Fat,0.187850233,Canned,146.5418,OUT049,1999,Medium,Tier 1,Supermarket Type1,2501.4106,Food,FD,U,13,Class B,Medium,Intermediate,17.0,146.80429999999998,15.875,Medium,16.636559139784946
1641,FDN57,18.25,Low Fat,0.054455125,Snack Foods,142.0154,OUT018,2009,Medium,Tier 3,Supermarket Type2,850.8924,Food,FD,N,57,Class C,Heavy,Low,6.0,141.70111428571428,17.142857142857142,Medium,13.856681034482758
1642,FDP39,12.65,Low Fat,0.069707771,Meat,51.0324,OUT018,2009,Medium,Tier 3,Supermarket Type2,727.0536,Food,FD,P,39,Class C,Heavy,Low,14.0,52.6324,14.428571428571429,Cheap,13.856681034482758
1643,FDS24,20.85,Regular,0.062321222,Baking Goods,87.2514,OUT049,1999,Medium,Tier 1,Supermarket Type1,265.6542,Food,FD,S,24,Class B,Extra Heavy,Low,3.0,88.00139999999999,12.5,Cheap,16.636559139784946
1644,NCR29,7.565,Low Fat,0.054630544,Health and Hygiene,57.393,OUT035,2004,Small,Tier 2,Supermarket Type1,735.709,Non-Consumable,NC,R,29,Class C,Medium,Low,13.0,56.718,19.5,Cheap,16.966666666666665
1645,NCX54,9.195,Low Fat,0.048059871,Household,105.8622,OUT046,1997,Small,Tier 1,Supermarket Type1,2223.1062,Non-Consumable,NC,X,54,Class B,Medium,Low,21.0,106.24791428571429,15.857142857142858,Medium,16.18709677419355
1646,FDF02,16.2,Low Fat,0.103894671,Canned,101.29899999999999,OUT018,2009,Medium,Tier 3,Supermarket Type2,1857.582,Food,FD,F,02,Class C,Heavy,Low,18.0,101.73233333333333,16.0,Medium,13.856681034482758
1647,FDX46,12.3,Regular,0.058207114000000004,Snack Foods,59.1562,OUT049,1999,Medium,Tier 1,Supermarket Type1,1185.124,Food,FD,X,46,Class B,Heavy,Low,20.0,58.47286666666667,19.5,Cheap,16.636559139784946
1648,DRD25,6.135,Low Fat,0.078957122,Soft Drinks,111.986,OUT035,2004,Small,Tier 2,Supermarket Type1,1697.79,Drinks,DR,D,25,Class C,Medium,Low,15.0,113.086,15.375,Medium,16.966666666666665
1649,FDX57,17.25,Regular,0.04473496716666667,Snack Foods,95.2068,OUT013,1987,High,Tier 3,Supermarket Type1,2721.7904,Food,FD,X,57,Class A,Heavy,Low,29.0,96.7568,17.333333333333332,Cheap,15.99785407725322
1650,FDA04,11.3,Regular,0.066729996,Frozen Foods,257.2962,OUT046,1997,Small,Tier 1,Supermarket Type1,4920.9278,Food,FD,A,04,Class B,Heavy,Low,19.0,259.0087,17.25,Expensive,16.18709677419355
1651,NCR41,17.85,Low Fat,0.018052019,Health and Hygiene,96.6094,OUT049,1999,Medium,Tier 1,Supermarket Type1,856.8846,Non-Consumable,NC,R,41,Class B,Heavy,Low,9.0,95.84273333333334,20.333333333333332,Cheap,16.636559139784946
1652,DRG13,17.25,Low Fat,0.03717912,Soft Drinks,162.5526,OUT035,2004,Small,Tier 2,Supermarket Type1,5920.2936,Drinks,DR,G,13,Class C,Heavy,Low,36.0,164.6326,23.0,Medium,16.966666666666665
1653,FDX46,12.3,Regular,0.058116758,Snack Foods,57.5562,OUT046,1997,Small,Tier 1,Supermarket Type1,651.8182,Food,FD,X,46,Class B,Heavy,Low,11.0,58.47286666666667,19.5,Cheap,16.18709677419355
1654,FDR55,12.15,Regular,0.131973625,Fruits and Vegetables,187.9872,OUT013,1987,High,Tier 3,Supermarket Type1,2458.1336,Food,FD,R,55,Class A,Heavy,Low,13.0,189.3729142857143,18.428571428571427,Medium,15.99785407725322
1655,FDM16,8.155,Regular,0.033555399,Frozen Foods,74.7354,OUT046,1997,Small,Tier 1,Supermarket Type1,1655.1788,Food,FD,M,16,Class B,Medium,Low,22.0,75.4854,19.5,Cheap,16.18709677419355
1656,FDJ33,8.895,Regular,0.088681966,Snack Foods,121.973,OUT018,2009,Medium,Tier 3,Supermarket Type2,2956.152,Food,FD,J,33,Class C,Medium,Low,24.0,122.948,20.25,Medium,13.856681034482758
1657,FDF33,7.97,Low Fat,0.021623213999999998,Seafood,107.6596,OUT018,2009,Medium,Tier 3,Supermarket Type2,1833.6132,Food,FD,F,33,Class C,Medium,Low,17.0,107.81960000000001,17.0,Medium,13.856681034482758
1658,DRH36,16.2,Low Fat,0.033373747999999995,Soft Drinks,74.0696,OUT035,2004,Small,Tier 2,Supermarket Type1,894.8352,Drinks,DR,H,36,Class C,Heavy,Low,12.0,73.93626666666667,17.166666666666668,Cheap,16.966666666666665
1659,NCS53,14.5,Low Fat,0.08991776900000001,Health and Hygiene,160.3604,OUT049,1999,Medium,Tier 1,Supermarket Type1,2852.2872,Non-Consumable,NC,S,53,Class B,Heavy,Low,18.0,158.7979,15.0,Medium,16.636559139784946
1660,FDC38,15.7,Low Fat,0.122470805,Canned,131.7942,OUT035,2004,Small,Tier 2,Supermarket Type1,1987.4129999999998,Food,FD,C,38,Class C,Heavy,Low,15.0,132.8942,15.5,Medium,16.966666666666665
1661,FDF22,6.865,Low Fat,0.056819935999999995,Snack Foods,212.6218,OUT035,2004,Small,Tier 2,Supermarket Type1,2137.218,Food,FD,F,22,Class C,Medium,Low,10.0,213.09679999999997,15.125,Expensive,16.966666666666665
1662,FDB16,8.21,Low Fat,0.044925784,Dairy,86.0198,OUT046,1997,Small,Tier 1,Supermarket Type1,1569.9564,Food,FD,B,16,Class B,Medium,Low,18.0,87.7398,13.2,Cheap,16.18709677419355
1663,FDK03,12.6,Regular,0.074035365,Dairy,256.1356,OUT049,1999,Medium,Tier 1,Supermarket Type1,4578.0408,Food,FD,K,03,Class B,Heavy,Low,18.0,255.06417142857143,19.571428571428573,Expensive,16.636559139784946
1664,FDI15,13.8,Low Fat,0.135592588,Dairy,263.7884,OUT049,1999,Medium,Tier 1,Supermarket Type1,3709.8376,Food,FD,I,15,Class B,Heavy,Low,14.0,263.9384,15.0,Expensive,16.636559139784946
1665,FDK60,16.5,Regular,0.094246644,Baking Goods,98.9068,OUT018,2009,Medium,Tier 3,Supermarket Type2,1749.7224,Food,FD,K,60,Class C,Heavy,Low,18.0,96.5068,17.0,Cheap,13.856681034482758
1666,FDX25,16.7,Low Fat,0.10203648,Canned,180.9292,OUT035,2004,Small,Tier 2,Supermarket Type1,2736.438,Food,FD,X,25,Class C,Heavy,Low,15.0,181.7892,16.4,Medium,16.966666666666665
1667,FDK14,6.98,Low Fat,0.041071581,Canned,82.5934,OUT013,1987,High,Tier 3,Supermarket Type1,1310.2944,Food,FD,K,14,Class A,Medium,Low,16.0,82.76006666666666,12.166666666666666,Cheap,15.99785407725322
1668,FDH26,19.25,Regular,0.034693175,Canned,140.1496,OUT035,2004,Small,Tier 2,Supermarket Type1,1552.6456,Food,FD,H,26,Class C,Heavy,Low,11.0,141.52102857142856,13.857142857142858,Medium,16.966666666666665
1669,FDB60,9.3,Low Fat,0.028516696,Baking Goods,194.6136,OUT035,2004,Small,Tier 2,Supermarket Type1,3110.6176,Food,FD,B,60,Class C,Medium,Low,16.0,195.0136,14.0,Medium,16.966666666666665
1670,NCN17,11.0,Low Fat,0.054939029,Health and Hygiene,101.4358,OUT046,1997,Small,Tier 1,Supermarket Type1,1608.5728,Non-Consumable,NC,N,17,Class B,Heavy,Low,16.0,101.3608,12.75,Medium,16.18709677419355
1671,FDR58,6.675,Low Fat,0.03591902114285715,Snack Foods,92.9462,OUT018,2009,Medium,Tier 3,Supermarket Type2,1018.0082,Food,FD,R,58,Class C,Medium,Low,11.0,92.66048571428573,18.857142857142858,Cheap,13.856681034482758
1672,FDA33,6.48,Low Fat,0.033893487,Snack Foods,147.0076,OUT035,2004,Small,Tier 2,Supermarket Type1,3103.9596,Food,FD,A,33,Class C,Medium,Low,21.0,147.2676,17.2,Medium,16.966666666666665
1673,DRI13,15.35,Low Fat,0.020326962,Soft Drinks,216.7508,OUT046,1997,Small,Tier 1,Supermarket Type1,1736.4064,Drinks,DR,I,13,Class B,Heavy,Low,8.0,217.40079999999998,14.5,Expensive,16.18709677419355
1674,FDX21,7.05,Low Fat,0.08509812,Snack Foods,108.2912,OUT049,1999,Medium,Tier 1,Supermarket Type1,2293.0152,Food,FD,X,21,Class B,Medium,Low,21.0,109.41619999999999,11.375,Medium,16.636559139784946
1675,FDQ40,11.1,Regular,0.035997543,Frozen Foods,176.9712,OUT013,1987,High,Tier 3,Supermarket Type1,3691.1952,Food,FD,Q,40,Class A,Heavy,Low,21.0,176.29342222222223,13.444444444444445,Medium,15.99785407725322
1676,FDX23,6.445,Low Fat,0.029686148,Baking Goods,96.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,378.1744,Food,FD,X,23,Class C,Medium,Low,4.0,94.6936,9.333333333333334,Cheap,16.966666666666665
1677,FDD17,7.5,Low Fat,0.032626952,Frozen Foods,235.9906,OUT046,1997,Small,Tier 1,Supermarket Type1,6893.0274,Food,FD,D,17,Class B,Medium,Low,29.0,238.1048857142857,14.571428571428571,Expensive,16.18709677419355
1678,DRH03,17.25,Low Fat,0.035057688,Dairy,91.61200000000001,OUT035,2004,Small,Tier 2,Supermarket Type1,279.63599999999997,Drinks,DR,H,03,Class C,Heavy,Low,3.0,92.39533333333334,8.0,Cheap,16.966666666666665
1679,FDG60,20.35,Low Fat,0.060699725,Baking Goods,233.3616,OUT046,1997,Small,Tier 1,Supermarket Type1,6093.4016,Food,FD,G,60,Class B,Extra Heavy,Low,26.0,233.7216,19.6,Expensive,16.18709677419355
1680,DRE12,4.59,Low Fat,0.070767174,Soft Drinks,111.986,OUT035,2004,Small,Tier 2,Supermarket Type1,792.302,Drinks,DR,E,12,Class C,Light,Low,7.0,112.60266666666666,13.666666666666666,Medium,16.966666666666665
1681,DRH11,5.98,Low Fat,0.075495088,Hard Drinks,55.3614,OUT013,1987,High,Tier 3,Supermarket Type1,497.3526,Drinks,DR,H,11,Class A,Medium,Low,9.0,55.1114,16.75,Cheap,15.99785407725322
1682,FDY28,7.47,Regular,0.15277077,Frozen Foods,214.4218,OUT018,2009,Medium,Tier 3,Supermarket Type2,4274.436,Food,FD,Y,28,Class C,Medium,Intermediate,20.0,213.87179999999998,16.0,Expensive,13.856681034482758
1683,FDJ15,11.35,Regular,0.023318067999999997,Dairy,182.4608,OUT035,2004,Small,Tier 2,Supermarket Type1,7534.1928,Food,FD,J,15,Class C,Heavy,Low,41.0,182.9608,24.6,Medium,16.966666666666665
1684,FDU49,19.5,Regular,0.030819397000000002,Canned,86.054,OUT018,2009,Medium,Tier 3,Supermarket Type2,2336.958,Food,FD,U,49,Class C,Heavy,Low,27.0,85.904,22.75,Cheap,13.856681034482758
1685,DRF51,15.75,Low Fat,0.165838224,Dairy,36.6506,OUT046,1997,Small,Tier 1,Supermarket Type1,607.2096,Drinks,DR,F,51,Class B,Heavy,Intermediate,17.0,37.38393333333334,17.333333333333332,Cheap,16.18709677419355
1686,DRK23,8.395,Low Fat,0.07191675,Hard Drinks,254.804,OUT013,1987,High,Tier 3,Supermarket Type1,7843.124,Drinks,DR,K,23,Class A,Medium,Low,31.0,253.204,21.6,Expensive,15.99785407725322
1687,FDL10,8.395,Low Fat,0.039653081,Snack Foods,99.5042,OUT018,2009,Medium,Tier 3,Supermarket Type2,1686.4714,Food,FD,L,10,Class C,Medium,Low,17.0,99.1292,16.125,Cheap,13.856681034482758
1688,FDX07,19.2,Regular,0.015273673333333333,Fruits and Vegetables,184.595,OUT018,2009,Medium,Tier 3,Supermarket Type2,3844.995,Food,FD,X,07,Class C,Heavy,Low,21.0,182.9283333333333,16.5,Medium,13.856681034482758
1689,FDO37,8.06,Low Fat,0.021358889,Breakfast,232.3326,OUT013,1987,High,Tier 3,Supermarket Type1,2541.3586,Food,FD,O,37,Class A,Medium,Low,11.0,231.0326,16.75,Expensive,15.99785407725322
1690,NCC31,8.02,Low Fat,0.019901356000000002,Household,157.5972,OUT049,1999,Medium,Tier 1,Supermarket Type1,3427.5384,Non-Consumable,NC,C,31,Class B,Medium,Low,22.0,156.0722,12.25,Medium,16.636559139784946
1691,FDU34,18.25,Low Fat,0.07518071,Snack Foods,126.2046,OUT035,2004,Small,Tier 2,Supermarket Type1,1618.5598,Food,FD,U,34,Class C,Heavy,Low,13.0,124.8331714285714,18.285714285714285,Medium,16.966666666666665
1692,DRL35,15.7,Low Fat,0.030751366000000002,Hard Drinks,42.577,OUT049,1999,Medium,Tier 1,Supermarket Type1,952.0939999999999,Drinks,DR,L,35,Class B,Heavy,Low,22.0,42.991285714285716,17.857142857142858,Cheap,16.636559139784946
1693,FDA37,7.81,Regular,0.055451725,Canned,122.6046,OUT018,2009,Medium,Tier 3,Supermarket Type2,2365.5874,Food,FD,A,37,Class C,Medium,Low,19.0,123.73793333333333,17.333333333333332,Medium,13.856681034482758
1694,FDF16,7.3,Low Fat,0.08613237300000001,Frozen Foods,148.8076,OUT046,1997,Small,Tier 1,Supermarket Type1,3103.9596,Food,FD,F,16,Class B,Medium,Low,21.0,147.7701,13.0,Medium,16.18709677419355
1695,FDU36,6.15,Low Fat,0.046342889000000005,Baking Goods,97.3384,OUT049,1999,Medium,Tier 1,Supermarket Type1,886.8456,Food,FD,U,36,Class B,Medium,Low,9.0,99.06697142857142,17.142857142857142,Cheap,16.636559139784946
1696,FDF24,15.5,Regular,0.025473816,Baking Goods,83.1934,OUT018,2009,Medium,Tier 3,Supermarket Type2,1146.5076,Food,FD,F,24,Class C,Heavy,Low,14.0,82.77673333333335,19.333333333333332,Cheap,13.856681034482758
1697,DRN36,15.2,Low Fat,0.047647547400000004,Soft Drinks,96.6752,OUT046,1997,Small,Tier 1,Supermarket Type1,479.376,Drinks,DR,N,36,Class B,Heavy,Low,5.0,95.45520000000002,14.0,Cheap,16.18709677419355
1698,FDS59,14.8,Regular,0.043856919,Breads,109.057,OUT013,1987,High,Tier 3,Supermarket Type1,2746.425,Food,FD,S,59,Class A,Heavy,Low,25.0,110.057,15.285714285714286,Medium,15.99785407725322
1699,DRF25,9.0,Low Fat,0.038917891,Soft Drinks,35.919000000000004,OUT035,2004,Small,Tier 2,Supermarket Type1,1171.808,Drinks,DR,F,25,Class C,Medium,Low,33.0,35.99042857142858,21.714285714285715,Cheap,16.966666666666665
1700,FDL15,17.85,Low Fat,0.046707264000000005,Meat,152.6682,OUT049,1999,Medium,Tier 1,Supermarket Type1,1829.6184,Food,FD,L,15,Class B,Heavy,Low,12.0,152.9682,8.333333333333334,Medium,16.636559139784946
1701,NCP43,17.75,Low Fat,0.030501281,Others,180.56599999999997,OUT035,2004,Small,Tier 2,Supermarket Type1,3415.554,Non-Consumable,NC,P,43,Class C,Heavy,Low,19.0,179.82599999999996,12.0,Medium,16.966666666666665
1702,FDX50,20.1,Low Fat,0.074565098,Dairy,111.3228,OUT013,1987,High,Tier 3,Supermarket Type1,663.1368,Food,FD,X,50,Class A,Extra Heavy,Low,6.0,109.94779999999999,12.875,Medium,15.99785407725322
1703,FDE41,9.195,Regular,0.064014173,Frozen Foods,83.3566,OUT046,1997,Small,Tier 1,Supermarket Type1,1437.4622,Food,FD,E,41,Class B,Medium,Low,17.0,84.72326666666667,13.0,Cheap,16.18709677419355
1704,NCR50,20.2,Low Fat,0.011838464,Household,155.134,OUT049,1999,Medium,Tier 1,Supermarket Type1,2603.278,Non-Consumable,NC,R,50,Class B,Extra Heavy,Low,17.0,153.73399999999998,26.75,Medium,16.636559139784946
1705,DRI11,8.26,Low Fat,0.034457776,Hard Drinks,113.3834,OUT049,1999,Medium,Tier 1,Supermarket Type1,2073.3012,Drinks,DR,I,11,Class B,Medium,Low,18.0,115.05482857142856,12.142857142857142,Medium,16.636559139784946
1706,FDP48,7.52,Regular,0.044091657,Baking Goods,182.995,OUT049,1999,Medium,Tier 1,Supermarket Type1,3844.995,Food,FD,P,48,Class B,Medium,Low,21.0,182.375,24.4,Medium,16.636559139784946
1707,FDY37,17.0,Regular,0.026546765,Canned,142.14700000000002,OUT013,1987,High,Tier 3,Supermarket Type1,2147.205,Food,FD,Y,37,Class A,Heavy,Low,15.0,142.667,20.4,Medium,15.99785407725322
1708,NCC07,19.6,Low Fat,0.023951148999999998,Household,105.6964,OUT046,1997,Small,Tier 1,Supermarket Type1,1577.9460000000001,Non-Consumable,NC,C,07,Class B,Heavy,Low,15.0,104.66306666666667,14.333333333333334,Medium,16.18709677419355
1709,FDJ10,5.095,Regular,0.129705008,Snack Foods,141.8838,OUT049,1999,Medium,Tier 1,Supermarket Type1,1966.7732,Food,FD,J,10,Class B,Medium,Low,14.0,140.9004666666667,16.333333333333332,Medium,16.636559139784946
1710,FDY37,17.0,Regular,0.026563851,Canned,141.247,OUT035,2004,Small,Tier 2,Supermarket Type1,3292.381,Food,FD,Y,37,Class C,Heavy,Low,23.0,142.667,20.4,Medium,16.966666666666665
1711,NCL19,15.35,Low Fat,0.015700603,Others,141.14700000000002,OUT049,1999,Medium,Tier 1,Supermarket Type1,2719.7929999999997,Non-Consumable,NC,L,19,Class B,Heavy,Low,19.0,143.52700000000002,15.8,Medium,16.636559139784946
1712,FDI50,8.42,Regular,0.02571240783333333,Canned,229.0352,OUT035,2004,Small,Tier 2,Supermarket Type1,5496.8448,Food,FD,I,50,Class C,Medium,Low,24.0,228.68519999999998,22.833333333333332,Expensive,16.966666666666665
1713,FDO39,6.985,Regular,0.137366883,Meat,184.9608,OUT046,1997,Small,Tier 1,Supermarket Type1,3858.9768,Food,FD,O,39,Class B,Medium,Low,21.0,183.96079999999998,21.5,Medium,16.18709677419355
1714,FDO25,6.3,Low Fat,0.127424932,Canned,208.127,OUT035,2004,Small,Tier 2,Supermarket Type1,2306.9970000000003,Food,FD,O,25,Class C,Medium,Low,11.0,208.96033333333332,15.666666666666666,Expensive,16.966666666666665
1715,FDE24,14.85,Low Fat,0.09384335,Baking Goods,142.3812,OUT018,2009,Medium,Tier 3,Supermarket Type2,1139.8496,Food,FD,E,24,Class C,Heavy,Low,8.0,141.86453333333333,11.666666666666666,Medium,13.856681034482758
1716,FDT36,12.3,Low Fat,0.11172787599999999,Baking Goods,33.9874,OUT018,2009,Medium,Tier 3,Supermarket Type2,564.5984,Food,FD,T,36,Class C,Heavy,Low,17.0,35.77073333333333,17.666666666666668,Cheap,13.856681034482758
1717,FDH16,10.5,Low Fat,0.052637055999999995,Frozen Foods,88.583,OUT049,1999,Medium,Tier 1,Supermarket Type1,808.947,Food,FD,H,16,Class B,Heavy,Low,9.0,89.223,16.2,Cheap,16.636559139784946
1718,DRM37,15.35,Low Fat,0.09679049699999999,Soft Drinks,197.2768,OUT018,2009,Medium,Tier 3,Supermarket Type2,3941.5359999999996,Drinks,DR,M,37,Class C,Heavy,Low,20.0,197.2768,19.857142857142858,Medium,13.856681034482758
1719,NCN07,18.5,Low Fat,0.033997473,Others,129.9284,OUT049,1999,Medium,Tier 1,Supermarket Type1,1845.5976,Non-Consumable,NC,N,07,Class B,Heavy,Low,14.0,131.37125714285713,11.857142857142858,Medium,16.636559139784946
1720,FDR43,18.2,Low Fat,0.161458973,Fruits and Vegetables,37.819,OUT035,2004,Small,Tier 2,Supermarket Type1,256.33299999999997,Food,FD,R,43,Class C,Heavy,Intermediate,7.0,38.00650000000001,14.0,Cheap,16.966666666666665
1721,FDY15,18.25,Regular,0.171093639,Dairy,155.66299999999998,OUT049,1999,Medium,Tier 1,Supermarket Type1,2034.019,Food,FD,Y,15,Class B,Heavy,Intermediate,13.0,155.8487142857143,13.857142857142858,Medium,16.636559139784946
1722,FDW08,12.1,Low Fat,0.14825809,Fruits and Vegetables,108.428,OUT013,1987,High,Tier 3,Supermarket Type1,1278.336,Food,FD,W,08,Class A,Heavy,Low,12.0,106.37799999999999,13.25,Medium,15.99785407725322
1723,FDH05,14.35,Regular,0.091283986,Frozen Foods,232.6984,OUT018,2009,Medium,Tier 3,Supermarket Type2,2316.984,Food,FD,H,05,Class C,Heavy,Low,10.0,231.76506666666668,17.333333333333332,Expensive,13.856681034482758
1724,NCH43,8.42,Low Fat,0.070510189,Household,214.4192,OUT013,1987,High,Tier 3,Supermarket Type1,1725.7536,Non-Consumable,NC,H,43,Class A,Medium,Low,8.0,216.13586666666666,7.5,Expensive,15.99785407725322
1725,FDU12,15.5,Regular,0.07575107,Baking Goods,262.8568,OUT046,1997,Small,Tier 1,Supermarket Type1,5800.4496,Food,FD,U,12,Class B,Heavy,Low,22.0,263.44568888888887,12.555555555555555,Expensive,16.18709677419355
1726,FDM36,11.65,Regular,0.058730831,Baking Goods,171.9422,OUT046,1997,Small,Tier 1,Supermarket Type1,3448.844,Food,FD,M,36,Class B,Heavy,Low,20.0,171.98505714285716,14.571428571428571,Medium,16.18709677419355
1727,DRB25,12.3,Low Fat,0.069401919,Soft Drinks,107.9938,OUT013,1987,High,Tier 3,Supermarket Type1,2036.6822,Drinks,DR,B,25,Class A,Heavy,Low,19.0,106.8938,15.5,Medium,15.99785407725322
1728,FDU15,13.65,Regular,0.026579951,Meat,34.7532,OUT013,1987,High,Tier 3,Supermarket Type1,683.1108,Food,FD,U,15,Class A,Heavy,Low,20.0,36.736533333333334,17.333333333333332,Cheap,15.99785407725322
1729,FDX51,9.5,Regular,0.022093019,Meat,195.9452,OUT049,1999,Medium,Tier 1,Supermarket Type1,2348.9424,Food,FD,X,51,Class B,Medium,Low,12.0,195.44520000000003,12.8,Medium,16.636559139784946
1730,FDB47,8.8,Low Fat,0.071369947,Snack Foods,209.1612,OUT013,1987,High,Tier 3,Supermarket Type1,2090.612,Food,FD,B,47,Class A,Medium,Low,10.0,209.9112,11.0,Expensive,15.99785407725322
1731,FDL51,20.7,Regular,0.047482391,Dairy,215.9876,OUT035,2004,Small,Tier 2,Supermarket Type1,3430.2016,Food,FD,L,51,Class C,Extra Heavy,Low,16.0,214.30426666666665,13.166666666666666,Expensive,16.966666666666665
1732,NCM29,11.5,Low Fat,0.017642229,Health and Hygiene,131.8626,OUT046,1997,Small,Tier 1,Supermarket Type1,2885.5772,Non-Consumable,NC,M,29,Class B,Heavy,Low,22.0,131.30545714285716,15.714285714285714,Medium,16.18709677419355
1733,FDB29,16.7,Regular,0.052625179,Frozen Foods,113.4176,OUT018,2009,Medium,Tier 3,Supermarket Type2,1488.7288,Food,FD,B,29,Class C,Heavy,Low,13.0,114.21759999999999,13.666666666666666,Medium,13.856681034482758
1734,FDS25,6.885,Regular,0.14057889,Canned,112.1228,OUT018,2009,Medium,Tier 3,Supermarket Type2,663.1368,Food,FD,S,25,Class C,Medium,Low,6.0,110.0628,21.0,Medium,13.856681034482758
1735,FDQ27,5.19,Regular,0.044321422,Meat,103.899,OUT049,1999,Medium,Tier 1,Supermarket Type1,2889.572,Food,FD,Q,27,Class B,Medium,Low,28.0,102.699,15.5,Medium,16.636559139784946
1736,FDB02,9.695,Regular,0.029140008,Canned,176.33700000000002,OUT013,1987,High,Tier 3,Supermarket Type1,3528.74,Food,FD,B,02,Class A,Medium,Low,20.0,175.857,20.6,Medium,15.99785407725322
1737,FDZ34,6.695,Low Fat,0.075878519,Starchy Foods,194.082,OUT046,1997,Small,Tier 1,Supermarket Type1,3861.64,Food,FD,Z,34,Class B,Medium,Low,20.0,192.68200000000002,25.0,Medium,16.18709677419355
1738,FDL46,20.35,Low Fat,0.05404670599999999,Snack Foods,119.5466,OUT035,2004,Small,Tier 2,Supermarket Type1,353.5398,Food,FD,L,46,Class C,Extra Heavy,Low,3.0,117.93231428571427,10.428571428571429,Medium,16.966666666666665
1739,FDN38,6.615,Regular,0.091954465,Canned,250.6408,OUT035,2004,Small,Tier 2,Supermarket Type1,4756.4752,Food,FD,N,38,Class C,Medium,Low,19.0,250.85746666666668,15.333333333333334,Expensive,16.966666666666665
